"article_id","title","description","link","timestamp","clicks","journal"
"9944","Understanding Risky Facilities: An Analysis of Factors Associated With Jail Escapes in Eight States","<h3>Abstract</h3>
                  <p>There is a dearth of research on the factors that make some jails more prone to escapes than others. Clarke and Eck&rsquo;s (Understanding risky facilities, US Department of Justice, Office of Community Oriented Policing Services, Washington, DC, <span>2007</span>) risky facilities framework posits there are seven key factors which predict a facility&rsquo;s risk to crime and disorder. Using data from 88 county jails in eight contiguous states, this study empirically tests if facility-level risk factors can account for jail escapes. Additionally, this research examines county-level characteristics to account for the macro-level explanations. Jails which had reported an escape during the study year were relatively larger, had higher populations relative to their rated capacities, and employed fewer correctional officers per inmate than their control facilities which did not report an escape. This research discusses policy implications in light of these findings.</p>","http://link.springer.com/10.1057/s41284-018-0132-7","2018-03-13 10:18:26","46","Security Journal"
"9945","Examining the Effects of A Service-Trained Facility Dog on Stress in Children Undergoing Forensic Interview For Allegations of Child Sexual Abuse",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/10538712.2018.1443303?af=R","2018-03-13 13:46:55","41","Journal of Child Sexual Abuse"
"9946","How Sex Trading Identities Shape Experiences of Service Provision: Insights From Adult Women With Lived Experiences and Service Providers",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/23322705.2018.1447198?af=R","2018-03-13 14:02:09","29","Journal of Human Trafficking"
"9948","Boko Haram's Conquest For the Caliphate: How Al Qaeda Helped Islamic State Acquire Territory",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/1057610X.2018.1442141?ai=1ab&amp;mi=fnpx1z&amp;af=R","2018-03-13 19:47:39","61","Studies in Conflict and Terrorism"
"9949","Service Use and Needs Among Female Survivors of Intimate Partner Violence Attending Community College","<h3>Abstract</h3>
                  <p>Community college (CC) students make up 45% of American undergraduates, but little is known about their experiences of intimate partner violence (IPV), or accompanying service use and needs. The current study used a sequential confirmatory mixed methods design among a simple random sample of female CC students (n&thinsp;=&thinsp;435), of whom 112 have experienced IPV in the past 12 months. Of these IPV survivors, 20 participated in qualitative follow-up interviews. The study assess use and perceived usefulness of college and community based resources, extent of social support, and perceived need for and barriers to service access. Campus based resources were rated as more useful than community based resources. Faculty were identified as important supports for survivors. Those experiencing IPV reported lower rates of social support compared to other students. A range of supports and services were endorsed as possibly useful by survivors. Survivors need services to address life generated risks that compound barriers to college completion created by abuse. CC survivors often balance work and parenting with education, and may benefit from different services than survivors in other educational settings.</p>","http://link.springer.com/10.1007/s10896-018-9958-3","2018-03-13 23:16:52","41","Journal of Family Violence"
"9950","Animal Abuse: Offender and Offence Characteristics. A Descriptive Study","This descriptive study was done to gain insight into the characteristics of animal abusers and animal abuse. On the basis of registrations by police, animal protection services, and the national reporting centre for animal welfare, 90 cases of animal abuse involving 97 offenders were analysed. Information about the offence and the offenders could be retrieved; the group of offenders was heterogeneous as to background and characteristics. Many were in debt, and 25% had 1 or more psychological disorders (e.g., antisocial personality disorders and autism spectrum disorders). Animal abuse often occurred because of frustration, and dogs were the main victims. Most cases of abuse took place in the home of the abuser. By taking the offence of animal abuse as starting point for studying the offenders' characteristics, we gained insight into a broad spectrum of characteristics and backgrounds than would have been found if we had started from a domestic violence perspective or the graduation hypothesis. A larger study is needed to verify findings.","http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002%2Fjip.1499","2018-03-14 09:02:03","73","Journal of Investigative Psychology and Offender Profiling"
"9951","Differential Impacts of Participation in Organized Activities and Maltreatment Types on Adolescent Academic and Socioemotional Development","Publication date: <pubdate>April 2018</pubdate><br><b>Source:</b>Child Abuse &amp;amp; Neglect, Volume 78<br>     Author(s): Yoonyoung   Kwak, Brittany   Mihalec-Adkins, Aura A.   Mishra, Sharon L.   Christ<br><abstract-sec ns2=""http://webservices.elsevier.com/schemas/search/fast/types/v4"" soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" view=""all""><simple-para view=""all"">Participation in organized activities has been largely regarded as beneficial for academic and socioemotional development for adolescents, but the impacts of various types of organized activities for adolescents at risk for maltreatment have been rarely tested. In this study, we investigated the differential impacts of five types of maltreatment exposure (physical maltreatment, sexual maltreatment, neglect, other type, and multiple types) on the associations between four types of organized activities (mentored groups, art and music clubs, sport clubs, and academic clubs) and academic and socioemotional development (school engagement, delinquency, depressive symptoms, and trauma symptoms) of adolescents who were investigated by Child Protective Services (CPS) for maltreatment exposure. Data came from a national, longitudinal sample of 790 adolescents in contact with CPS in the U.S. After controlling for demographic characteristics of participants and prior levels of each outcome, multiple linear regression models were fitted to the data with interactions between the organized activities and the maltreatment types. The main findings of this study included: 1) adolescents who participated in mentored groups, sport clubs, and academic clubs reported higher levels of school engagement; 2) adolescents who participated in academic clubs reported fewer depressive symptoms; 3) adolescents who participated in art and music clubs reported more trauma symptoms compared to non-participants; and 4) the effects of participation in mentored groups on delinquency and trauma symptoms differed by maltreatment type. These results indicate both possible benefits and risks of organized activity participation for adolescents with certain maltreatment exposures.</simple-para></abstract-sec><br><br>","http://rss.sciencedirect.com/action/redirectFile?&amp;zone=main&amp;currentActivity=feed&amp;usageType=outward&amp;url=http%3A%2F%2Fwww.sciencedirect.com%2Fscience%3F_ob%3DGatewayURL%26_origin%3DIRSSSEARCH%26_method%3DcitationSearch%26_piikey%3DS0145213417303629%26_version%3D1%26md5%3D8c4bbcd25b2f78cd339c08a8db6f6d20","2018-03-14 10:30:18","38","Child Abuse and Neglect"
"9952","Individual and Contextual Factors For the Child Abuse Potential of Croatian Mothers: the Role of Social Support in Times of Economic Hardship","Publication date: <pubdate>April 2018</pubdate><br><b>Source:</b>Child Abuse &amp;amp; Neglect, Volume 78<br>     Author(s): Marina   Ajdukovi&#263;, Miroslav   Rajter, Ines   Rezo<br><abstract-sec ns2=""http://webservices.elsevier.com/schemas/search/fast/types/v4"" soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" view=""all""><simple-para view=""all"">The study assessed mothers&rsquo; risk for abusing their children in middle adolescence in relation to individual and contextual factors during the economic crisis in Croatia. Socioeconomic status of mothers, family economic pressure, and mothers&rsquo; exposure to stress were measured. Special attention was given to the perceived availability of social support as one of protective factors potentially buffering the negative impact of risks of child abuse. The community sample included 746 mothers (Mage&#8239;=&#8239;42.85; SDage&#8239;=&#8239;5.319). The results showed that the risk of child abuse is higher for mothers with lower education, those who perceive themselves as suffering greater family economic hardship, those who have experienced a higher number of stressful events, and those with lower social support. When the mothers perceive a lower availability of social support, the effects of exposure to cumulative risk, namely the combination of socioeconomic status, economic pressure, and exposure to stress, are stronger. Since social support proved to be one of the key protective factors in the relationship between adverse life circumstances and parenting, the development of effective and non-stigmatized interventions aiming to increase social support, positive social relationships, and adequate parenting practices for parents facing economic hardship is an important direction for future family policy measures.</simple-para></abstract-sec><br><br>","http://rss.sciencedirect.com/action/redirectFile?&amp;zone=main&amp;currentActivity=feed&amp;usageType=outward&amp;url=http%3A%2F%2Fwww.sciencedirect.com%2Fscience%3F_ob%3DGatewayURL%26_origin%3DIRSSSEARCH%26_method%3DcitationSearch%26_piikey%3DS0145213418300188%26_version%3D1%26md5%3D0e12177315fb6112fb6ce0d633ad4423","2018-03-14 10:30:18","33","Child Abuse and Neglect"
"9953","The Mitigating Effects of Maternal Social Support and Paternal Involvement on the Intergenerational Transmission of Violence","Publication date: <pubdate>April 2018</pubdate><br><b>Source:</b>Child Abuse &amp;amp; Neglect, Volume 78<br>     Author(s): Melissa   Tracy, Madeleine   Salo, Allison A.   Appleton<br><abstract-sec ns2=""http://webservices.elsevier.com/schemas/search/fast/types/v4"" soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" view=""all""><simple-para view=""all"">Childhood maltreatment is a strong risk factor for subsequent violence, including violent behaviors in young adulthood and offspring maltreatment after becoming a parent. Little is known about the specific circumstances under which supportive relationships may help disrupt this cycle of violence throughout the life course. We conducted two complementary analyses to assess whether maternal social support in early childhood, and also paternal involvement in middle childhood, could prevent the intergenerational transmission of violence, using data from the Avon Longitudinal Study of Parents and Children (n<hsp sp=""0.25""></hsp>=<hsp sp=""0.25""></hsp>11,384). We found that higher levels of maternal social support in the postpartum period reduced the odds of offspring maltreatment at ages 0&ndash;8 years (OR<hsp sp=""0.25""></hsp>=<hsp sp=""0.25""></hsp>0.95, 95% CI 0.93&ndash;0.96). When classifying mothers according to their abuse history, this protective association of social support was observed among mothers with no history of childhood maltreatment and among those with only childhood maltreatment (and not postpartum intimate partner violence [IPV]), but not among mothers who reported IPV since the child&rsquo;s birth. We then extended our analysis of these offspring forward in time and found that paternal involvement at ages 9&ndash;10 years was associated with a reduced risk of offspring self-reported violent perpetration at ages 18&ndash;20 years (OR<hsp sp=""0.25""></hsp>=<hsp sp=""0.25""></hsp>0.85, 95% CI<hsp sp=""0.25""></hsp>=<hsp sp=""0.25""></hsp>0.77&ndash;0.94). This protective association was generally apparent among all subgroups of children, including those with a history of childhood maltreatment. Together these results highlight the protective influence of supportive relationships against the intergenerational transmission of violence, depending on abuse history, context, and timing, with important implications for the prevention of childhood maltreatment and mitigation of its negative effects.</simple-para></abstract-sec><br><br>","http://rss.sciencedirect.com/action/redirectFile?&amp;zone=main&amp;currentActivity=feed&amp;usageType=outward&amp;url=http%3A%2F%2Fwww.sciencedirect.com%2Fscience%3F_ob%3DGatewayURL%26_origin%3DIRSSSEARCH%26_method%3DcitationSearch%26_piikey%3DS0145213417303599%26_version%3D1%26md5%3D4496dd01f1ffdf61f11a0afee93136b0","2018-03-14 10:30:18","33","Child Abuse and Neglect"
"9954","Limiting the Impacts of Child Abuse and Neglect By Understanding Which Supports Matter Most: A Differential Impact Approach","Publication date: <pubdate>April 2018</pubdate><br><b>Source:</b>Child Abuse &amp;amp; Neglect, Volume 78<br>     Author(s): Linda   Theron, Michael   Ungar<br><br><br>","http://rss.sciencedirect.com/action/redirectFile?&amp;zone=main&amp;currentActivity=feed&amp;usageType=outward&amp;url=http%3A%2F%2Fwww.sciencedirect.com%2Fscience%3F_ob%3DGatewayURL%26_origin%3DIRSSSEARCH%26_method%3DcitationSearch%26_piikey%3DS0145213418300309%26_version%3D1%26md5%3Db4ae898524fd2402cd9aa62ea0496a7f","2018-03-14 10:30:19","29","Child Abuse and Neglect"
"9955","Can Supportive Parenting Protect Against School Delay Amongst Violence-Exposed Adolescents in South Africa?","Publication date: <pubdate>April 2018</pubdate><br><b>Source:</b>Child Abuse &amp;amp; Neglect, Volume 78<br>     Author(s): Rocio   Herrero Romero, James   Hall, Lucie   Cluver, Franziska   Meinck<br><abstract-sec ns2=""http://webservices.elsevier.com/schemas/search/fast/types/v4"" soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" view=""all""><simple-para view=""all"">Exposure to multiple forms of violence is common amongst adolescents from socioeconomically disadvantaged communities in South Africa. Adolescents&rsquo; exposure to violence at home, in school and in their communities can lead to detrimental outcomes in education. In particular, adolescents who are more frequently exposed to multiple forms of violence are at risk of school delay. This paper investigates the potential for supportive parenting to protect against adolescents&rsquo; school delay in this context. With this aim, this paper applies structural equation modelling to a sample of 503 adolescents exposed to multiple forms of violence from 40 socioeconomically disadvantaged communities. Adolescents&rsquo; self-report data on child abuse in the family, school and community, and adolescents&rsquo; perceptions of positive parenting, consistent discipline, good monitoring, parental involvement and social support were analyzed. Results showed that perceptions of more positive parenting and consistent discipline moderated the relationship between more frequent exposure to multiple forms of violence and school delay. Our findings suggest that supportive parenting has the potential to protect against school delay for poly-victimized adolescents in South Africa.</simple-para></abstract-sec><br><br>","http://rss.sciencedirect.com/action/redirectFile?&amp;zone=main&amp;currentActivity=feed&amp;usageType=outward&amp;url=http%3A%2F%2Fwww.sciencedirect.com%2Fscience%3F_ob%3DGatewayURL%26_origin%3DIRSSSEARCH%26_method%3DcitationSearch%26_piikey%3DS0145213417303617%26_version%3D1%26md5%3Dd020dc381c2d533ed3a02d25a90c5d47","2018-03-14 10:30:19","30","Child Abuse and Neglect"
"9956","The New Mothersâ€™ Little Helpers: Medicalization, Victimization, and Criminalization of Motherhood Via Prescription Drugs",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/01639625.2018.1449433?ai=184&amp;mi=fnpx1z&amp;af=R","2018-03-14 11:46:25","39","Deviant Behavior"
"9957","Crime Prevention Volunteering in Japan: Japanese Citizensâ€™ Contribution to Low Crime Rates","Publication date: <pubdate>Available online 13 March 2018</pubdate><br><b>Source:</b>International Journal of Law, Crime and Justice<br>     Author(s): Erik   Herber<br><br><br>","http://rss.sciencedirect.com/action/redirectFile?&amp;zone=main&amp;currentActivity=feed&amp;usageType=outward&amp;url=http%3A%2F%2Fwww.sciencedirect.com%2Fscience%3F_ob%3DGatewayURL%26_origin%3DIRSSSEARCH%26_method%3DcitationSearch%26_piikey%3DS1756061618300703%26_version%3D1%26md5%3D304e3edc1781a8d0d50e147c3c6b3d93","2018-03-14 12:32:03","29","International Journal of Law, Crime and Justice"
"9958","Crime Prevention Through Community Empowerment: An Empirical Study of Social Capital in Kyoto, Japan","Publication date: <pubdate>Available online 13 March 2018</pubdate><br><b>Source:</b>International Journal of Law, Crime and Justice<br>     Author(s): Anna   Matsukawa, Shigeo   Tatsuki<br><abstract-sec ns2=""http://webservices.elsevier.com/schemas/search/fast/types/v4"" soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" view=""all""><simple-para view=""all"">Crime prevention activities led by neighborhood associations are common throughout Japan and exemplify the idea in environmental criminology that communities can be kept safe by residents themselves. In this study, we surveyed neighborhood associations in Kyoto to test a theoretical model for social capital and community based crime prevention that we developed as part of our earlier work in Kobe. Structural Equation Modeling (SEM) based on survey data and police records for street crimes and residential burglary suggest that specific efforts by community residents can enrich social capital and lead to community safety and security both subjectively and objectively. Social capital had a significant effect on the reduction of street crime, although not for burglary, and our findings suggest that social capital reduces the fear of crime and increases a sense well-being for families and seniors. Although these well-being measures are subjective, emotional change is important in a context where there is no association between actual crime rates and fear of crime. Our research may offer practical insights for the development of universal methodologies that can contribute to the prevention of crime and sense of security through community empowerment.</simple-para></abstract-sec><br><br>","http://rss.sciencedirect.com/action/redirectFile?&amp;zone=main&amp;currentActivity=feed&amp;usageType=outward&amp;url=http%3A%2F%2Fwww.sciencedirect.com%2Fscience%3F_ob%3DGatewayURL%26_origin%3DIRSSSEARCH%26_method%3DcitationSearch%26_piikey%3DS1756061618300740%26_version%3D1%26md5%3D99b5e1e25df5a42fa1515c9b3a43f883","2018-03-14 12:32:04","34","International Journal of Law, Crime and Justice"
"9959","Exploring the Impact of Organizational Investment on Occupational Fraud: Mediating Effects of Ethical Culture and Monitoring Control","Publication date: <pubdate>Available online 13 March 2018</pubdate><br><b>Source:</b>International Journal of Law, Crime and Justice<br>     Author(s): Joon Bae   Suh, Hee Sub   Shim, Mark   Button<br><abstract-sec ns2=""http://webservices.elsevier.com/schemas/search/fast/types/v4"" soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" view=""all""><simple-para view=""all"">There has been no clear evidence about whether organizational investment works for countering occupational fraud, and where to focus the investment if it works. In this regard, the present study explored the mediating roles of ethical culture and monitoring control in the &lsquo;organizational investment-occupational fraud&rsquo; linkage. Using a sample of 392 Korean banking employees, a series of structural equation models were estimated. The results showed that the perception of increased investment in anti-occupational fraud enhanced two mediating variables, ethical culture and monitoring control. However, only the perception of an improved ethical culture was negatively related to the perceived frequency of occupational fraud with statistical significance. These findings imply that investing in ethical culture is more effective in preventing occupational fraud.</simple-para></abstract-sec><br><br>","http://rss.sciencedirect.com/action/redirectFile?&amp;zone=main&amp;currentActivity=feed&amp;usageType=outward&amp;url=http%3A%2F%2Fwww.sciencedirect.com%2Fscience%3F_ob%3DGatewayURL%26_origin%3DIRSSSEARCH%26_method%3DcitationSearch%26_piikey%3DS1756061617302690%26_version%3D1%26md5%3D381449a1450be52e0c301e3c44535800","2018-03-14 12:32:04","27","International Journal of Law, Crime and Justice"
"9960","Ethical Legitimacy of Criminal Law","Publication date: <pubdate>Available online 13 March 2018</pubdate><br><b>Source:</b>International Journal of Law, Crime and Justice<br>     Author(s): Krzysztof   Szczucki<br><abstract-sec ns2=""http://webservices.elsevier.com/schemas/search/fast/types/v4"" soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" view=""all""><simple-para view=""all"">The paper argues that the model of ethical legitimacy of criminal law should be welcomed. Two types of legitimacy may be recognized - primary and secondary. Primary legitimacy derives its validity from its coherence with ethical principles of responsibility, thus together shaping a message about what is right and wrong. Under this interpretation, severing of the ties between law and ethics does not mean that criminal law ceases to bind in the formalistic sense. Clearly, however, in such a case it loses one of the fundamental rationales for its validity, and it becomes increasingly more difficult to enforce it. Secondary legitimacy, contemporarily often considered the only one, reposes the validity of criminal law in decisions of an authorized legislator, thus deciding upon the bindingness of normative determinations (however, other constructs may also perform this function). Justifiability of ethical legitimacy of criminal law, where the principle of dignity of the person is dominant, is shown by reference to the example of unconscious non-intentionality. Of course, ethical legitimacy of criminal law and the choice of a constitutional anthropological vision have implications not only for this institution. Others include the theory of a criminal act, attempt, assignment of liability for a consequence, defences and errors.</simple-para></abstract-sec><br><br>","http://rss.sciencedirect.com/action/redirectFile?&amp;zone=main&amp;currentActivity=feed&amp;usageType=outward&amp;url=http%3A%2F%2Fwww.sciencedirect.com%2Fscience%3F_ob%3DGatewayURL%26_origin%3DIRSSSEARCH%26_method%3DcitationSearch%26_piikey%3DS175606161730277X%26_version%3D1%26md5%3De8c7bdabc07b985c891271edda7209b3","2018-03-14 12:32:04","33","International Journal of Law, Crime and Justice"
"9961","Cross-Validation of the Discrimination and Calibration Properties of the Vrag-R in A Treated Sexual Offender Sample","Criminal Justice and Behavior, Ahead of Print. &lt;br/&gt;","http://journals.sagepub.com/doi/abs/10.1177/0093854818762483?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-03-14 13:15:46","45","Criminal Justice and Behaviour"
"9962","Predicting Support For Procedurally Just Treatment: the Case of the Israel National Police","Criminal Justice and Behavior, Ahead of Print. &lt;br/&gt;","http://journals.sagepub.com/doi/abs/10.1177/0093854818763230?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-03-14 13:15:46","73","Criminal Justice and Behaviour"
"9963","Interrogative Specialists and False Confessions: Debunking the Con Artist Myth","<h3>Abstract</h3>
                  <p>Within the criminal justice system, confessions are an extremely powerful form of evidence. Unfortunately, innocent people sometimes falsely confess to crimes they did not actually commit. Such travesties of justice have sparked a significant degree of academic research into the false confession phenomenon. Within the existing literature, there exists a conceptual framework that the interrogative methods and actions of law enforcement officers are a key cause of false confessions with some researchers going so far as to suggest that law enforcement interrogators act as confidence men who trick criminal subjects into confessing. However, few researchers have actually questioned law enforcement officers about false confessions and even fewer have consulted with officers who specialize in interrogation. This study is a subset of a larger qualitative case study designed to explore the experiences of 13 federal law enforcement polygraph examiners who specialize in interrogation regarding their approach to criminal interrogation and their experiences with both true and false confessions. This study focused on the personal processes federal law enforcement polygraph examiners use in reviewing Miranda rights and documenting confessions. NVivo software was used to organize the data. Common themes in interview responses were then identified and revealed that participants employ an open, detailed, and straightforward approach in reviewing Miranda rights and documenting the confessions of criminal subjects. These findings contradict the premise that law enforcement interrogators inherently operate as confidence men by tricking and manipulating criminal subjects.</p>","http://link.springer.com/10.1007/s11896-018-9263-3","2018-03-14 13:17:38","70","Journal of Police and Criminal Psychology"
"9964","Identifying High-Risk Young Adults For Violence Prevention: A Validation of Psychometric and Social Scales in Honduras",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/0735648X.2018.1446184?ai=31d&amp;mi=fnpx1z&amp;af=R","2018-03-14 13:46:50","35","Journal of Crime and Justice"
"9965","Review of Ferguson, Andrew Guthrie. 2017. the Rise of Big Data Policing: Surveillance, Race, and the Future of Law Enforcement . New York: New York University Press. 259 Pages. Paperback Isbn: 9781479892822",,"http://link.springer.com/10.1057/s41284-018-0129-2","2018-03-14 14:33:04","65","Security Journal"
"9966","Correction To: the Development of A Healing Model of Care For An Indigenous Drug and Alcohol Residential Rehabilitation Service: A Community-Based Participatory Research Approach","Upon publication of the original article (Munro et al., 2017), the authors noticed the following errors.","https://healthandjusticejournal.springeropen.com/articles/10.1186/s40352-018-0061-x","2018-03-14 14:46:30","28","Health and Justice"
"9967","Assessing Student Attitudes Toward Sexual Assault By Using A Mock Trial",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/10511253.2018.1448095?ai=11f&amp;mi=fnpx1z&amp;af=R","2018-03-14 16:32:04","51","Journal of Criminal Justice Education"
"9968","Prevalence and Risk of Violent Ideation and Behavior in Serious Mental Illnesses: An Analysis of 63,572 Patient Records","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","http://journals.sagepub.com/doi/abs/10.1177/0886260518759976?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-03-14 17:16:56","51","Journal of Interpersonal Violence"
"9969","The Effect of Terrorism on Stock Markets: Evidence From the 21st Century",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/09546553.2018.1425207?ai=vx&amp;mi=fnpx1z&amp;af=R","2018-03-14 20:33:11","67","Terrorism and Political Violence"
"9970","Estimating Size of Drug Users in Macau: An Open Population Capture-Recapture Model With Data Augmentation Using Public Registration Data","<h3>Abstract</h3>
                  <p>Successful drug intervention policies rely on timely assessment of size of drug users and close monitoring of trend regarding drug abuse. Taking advantage of data collected by the Central Registration System for Drug Abusers of Macau (CRSDAM), this study applied open population capture-recapture models with data augmentation techniques to estimate the size of drug users and to identify influential factors on capture and survival probabilities from 2009 to 2014. In particular, the data augmentation technique was used to address missing data issues. The estimated size of drug users has been slowly declining from 2442 (95% Bayesian credible interval [BCI] 2042&ndash;2914) in 2009 to 807 (95% BCI 654&ndash;1000) in 2014 with a small fluctuation of 2251 (95% BIC 1950&ndash;2599) in 2011, and the estimated cumulative size of drug users is 6199 (95% BCI 5651&ndash;6873), which is correspondent to a prevalence rate of 1.20% of the current population aged 15 to 54. Although the estimated sizes of total, narcotic, and other drug users were declining, the size of stimulant users might be increasing. People who used narcotics as their first drug and who were reported by governmental agencies were more likely to stay in the registration system, while those who used needle injection were less likely to stay. Governmental agencies, higher education, and using needle injection were negatively associated with the probability of capture over time, while using narcotics as the first drug was positively associated with it.</p>","http://link.springer.com/10.1007/s11417-018-9266-0","2018-03-14 23:15:11","27","Asian Journal of Criminology"
"9971","Book Review: From Retribution to Public Safety: Disruptive Innovation of American Criminal Justice","Criminal Justice Review, Ahead of Print. &lt;br/&gt;","http://journals.sagepub.com/doi/abs/10.1177/0734016818763733?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-03-15 02:45:43","31","Criminal Justice Review"
"9972","Ashamed and Alone: Comparing Offender and Family Member Experiences With the Sex Offender Registry","Criminal Justice Review, Ahead of Print. &lt;br/&gt;","http://journals.sagepub.com/doi/abs/10.1177/0734016818756486?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-03-15 02:45:43","29","Criminal Justice Review"
"9973","Book Review: Undocumented Fears: Immigration and the Politics of Divide and Conquer in Hazleton, Philadelphia","International Criminal Justice Review, Ahead of Print. &lt;br/&gt;","http://journals.sagepub.com/doi/abs/10.1177/1057567718764271?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-03-15 02:46:04","30","International Criminal Justice Review"
"9974","The Piracy Terrorism Paradigm: An Interlinking Relationship",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/19434472.2018.1445120?ai=130&amp;mi=fnpx1z&amp;af=R","2018-03-15 07:00:19","67","Behavioral Sciences of Terrorism and Political Aggression"
"9975","Comparing Serial Homicides to Single Homicides: A Study of Prevalence, Offender, and Offence Characteristics in Sweden","Multiple and serial homicides constitute around 1.6% of all homicides but have unusually tragic outcomes. The aims of this study were to report the prevalence serial-homicide offences and the characteristics of serial-homicide offenders in a non-North American context. The study included all convicted serial-homicide offenders in Sweden from 1973 to 2012 (nÂ =Â 25), as well as a population-based control sample of single-homicide offenders collected during 2007 and 2009 (nÂ =Â 201). Similar to U.S. findings, approximately 1.6% of homicides could be attributed to serial-homicide offenders. Serial offenders were more often diagnosed with personality disorders and autism-spectrum disorders compared with single offenders; and serial offences more often involved victims who were female and unacquainted with the offender, as well as planning, sexual motives, and asphyxia as method of violence. One third of serial offences involved actions aimed at disguising the manner of death; such actions were considerably less common in single-homicide offences. Few offenders displayed the traditional profile of a serial-homicide offender; however, one third displayed sexual motives, a rate roughly 10 times higher than that in the single-homicide group. The study concludes that serial-homicide offenders should be subjected to forensic-psychiatric examinations and that research involving cross-contextual differences and similarities in serial-homicide offenders is needed.","http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002%2Fjip.1500","2018-03-15 08:31:59","46","Journal of Investigative Psychology and Offender Profiling"
"9976","Changes and Drivers in Contemporary Terrorism",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/09546553.2018.1440047?ai=vx&amp;mi=fnpx1z&amp;af=R","2018-03-15 10:18:17","73","Terrorism and Political Violence"
"9977","Al Qaedaâ€™s Post 9-11 Travails",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/09546553.2018.1440046?ai=vx&amp;mi=fnpx1z&amp;af=R","2018-03-15 10:18:17","70","Terrorism and Political Violence"
"9978","Challenging Popular Representations of Child Trafficking in Football","Journal of Criminological Research, Policy and Practice, Volume 4, Issue 1, Page 60-72, March 2018. &lt;br/&gt;  Purpose Reports of human trafficking within the football industry have become a topic of academic, political and media concern. The movement of and trade in aspirant young (male) footballers from West Africa to Europe, and more recently to Asia, dominates these accounts. The paper aims to discuss these issues.   Design/methodology/approach This paper provides an overview of scholarship on this topic, with a specific focus on exploring how this form of human trafficking intersects with the broader debates over childrenâ€™s rights in the context of exploitation tied to the irregular forms of migration.   Findings The paper illustrates how popular narratives associated with the trafficking of young West African footballers mimic stereotypical portrayals of child trafficking, which have implications for the solutions put forward. It is argued that popular representations of football-related child trafficking are problematic for several reasons, but two are emphasised here. First, they perpetuate a perception that the mobility of young African footballers entails a deviant form of agency in need of fixing, while simultaneously disassociating the desire to migrate from the broader social structures that need to be addressed. Second, and relatedly, they result in regulations and policy solutions that are inadvertently reductive and often at odds with the best interests of the children they seek to protect.   Originality/value This an original study of the narratives associated with the trafficking of young West African footballers and those of child trafficking.","https://www.emeraldinsight.com/doi/abs/10.1108/JCRPP-01-2018-0005?af=R","2018-03-15 10:31:34","70","Journal of Criminological Research, Policy and Practice"
"9979","In Plain Sight â€“ Examining the Harms of Professional Wrestling As State-Corporate Crime","Journal of Criminological Research, Policy and Practice, Volume 4, Issue 1, Page 46-59, March 2018. &lt;br/&gt;  Purpose The purpose of this paper is to explore critically the potentially harmful business of professional wrestling in the USA as state-corporate crime.   Design/methodology/approach This paper comprises desk-based research of secondary sources. The lack of official data on the harms experienced by professional wrestlers means that much of the data regarding this is derived from quantitative and qualitative accounts from internet sites dedicated to this issue.   Findings A major finding is that with regard to the work-related harms experienced by professional wrestlers, the business may not be wholly to be blamed, but nor is it entirely blame free. It proposes that one way the work-related harms can be understood is via an examination of the political economic context of neo-liberalism from the 1980s onwards and subsequent state-corporate actions and inactions.   Practical implications The paper raises questions about the regulation of the professional wrestling industry together with the misclassification of wrestlersâ€™ worker status (also known as wage theft and tax fraud) and the potential role they play in the harms incurred in this industry.   Social implications The potential wider social implications of the misclassification of workers are raised.   Originality/value The originality and value of this paper is the examination of work-related harms within the professional wrestling industry through the lens of state-corporate crime.","https://www.emeraldinsight.com/doi/abs/10.1108/JCRPP-01-2018-0004?af=R","2018-03-15 10:31:34","74","Journal of Criminological Research, Policy and Practice"
